"age","government_work","education","marital_status","occupation","relationship","ethnicity","gender","capital_gain","capital_loss","hours_per_week","income","country"
23,"Federal gov","HS to grad","Never married","Prof specialty","Not in family","White","Male",0,0,40,"<=50K","United States"
58,"State gov","HS to grad","Married civ spouse","Adm clerical","Husband","Black","Male",0,0,40,">50K","United States"
24,NA,"Bachelors","Never married",NA,"Own child","White","Male",0,0,40,"<=50K","United States"
47,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,45,">50K","United States"
50,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,1902,40,">50K","United States"
21,"Private","HS to grad","Never married","Prof specialty","Unmarried","White","Female",0,0,55,"<=50K","United States"
55,"Private","HS to grad","Separated","Adm clerical","Not in family","White","Female",0,0,40,"<=50K","United States"
47,"Private","11th","Divorced","Handlers cleaners","Not in family","White","Male",0,0,40,"<=50K","United States"
19,"Private","HS to grad","Never married","Prof specialty","Not in family","White","Female",0,0,40,"<=50K","United States"
47,"Private","HS to grad","Never married","Tech support","Other relative","White","Male",0,0,50,"<=50K","United States"
36,"Private","11th","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
42,"Private","HS to grad","Widowed","Sales","Unmarried","Amer Indian Eskimo","Female",0,0,40,"<=50K","United States"
41,"Private","Masters","Never married","Prof specialty","Not in family","White","Female",27828,0,35,">50K","United States"
46,"Private","Bachelors","Married civ spouse","Sales","Husband","White","Male",99999,0,40,">50K","United States"
32,"Private","HS to grad","Married civ spouse","Sales","Husband","White","Male",0,0,50,"<=50K","United States"
34,"Private","10th","Never married","Other service","Unmarried","Black","Female",0,0,40,"<=50K","United States"
33,"Private","7th to 8th","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
60,"State gov","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,">50K","United States"
53,"Private","HS to grad","Married civ spouse","Transport moving","Husband","White","Male",0,0,40,"<=50K","United States"
24,"Private","Bachelors","Never married","Tech support","Not in family","White","Female",0,0,50,"<=50K","United States"
39,"Federal gov","Some to college","Married civ spouse","Handlers cleaners","Husband","White","Male",0,1977,60,">50K","United States"
23,"Private","Some to college","Never married","Craft repair","Not in family","White","Male",0,0,40,"<=50K","United States"
36,"Local gov","HS to grad","Divorced","Adm clerical","Unmarried","White","Female",0,0,40,"<=50K","United States"
19,"Private","12th","Separated","Prof specialty","Own child","White","Female",1055,0,40,"<=50K","United States"
26,"Private","HS to grad","Never married","Adm clerical","Own child","White","Female",0,0,40,"<=50K","United States"
38,"Private","HS to grad","Married civ spouse","Sales","Husband","Black","Male",0,0,40,">50K","United States"
41,"Private","Bachelors","Married civ spouse","Craft repair","Husband","White","Male",7688,0,55,">50K","United States"
22,"Private","Some to college","Never married","Sales","Other relative","White","Female",0,0,18,"<=50K","United States"
38,"Private","Assoc to acdm","Never married","Machine op inspct","Not in family","Black","Female",10520,0,50,">50K","United States"
72,NA,"Some to college","Married civ spouse",NA,"Husband","White","Male",9386,0,30,">50K","United States"
39,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
35,"State gov","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",7298,0,40,">50K","United States"
38,"Local gov","Some to college","Divorced","Exec managerial","Unmarried","Black","Female",0,0,45,"<=50K","United States"
19,"Private","HS to grad","Married civ spouse","Other service","Wife","Black","Female",0,0,16,"<=50K","United States"
26,"Private","HS to grad","Never married","Transport moving","Own child","White","Male",0,0,45,"<=50K","United States"
52,"Private","Bachelors","Divorced","Craft repair","Unmarried","White","Male",0,0,25,"<=50K","United States"
45,"Private","HS to grad","Divorced","Adm clerical","Not in family","White","Female",0,0,40,"<=50K","United States"
58,"Federal gov","Some to college","Married civ spouse","Adm clerical","Husband","White","Male",0,0,40,">50K","United States"
34,"Private","Bachelors","Never married","Sales","Not in family","White","Male",0,0,45,"<=50K","United States"
36,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
19,"Without pay","HS to grad","Never married","Farming fishing","Own child","White","Male",0,0,20,"<=50K","United States"
26,"State gov","11th","Divorced","Other service","Unmarried","White","Female",0,0,40,"<=50K","United States"
60,"Private","10th","Married civ spouse","Transport moving","Husband","White","Male",0,0,40,"<=50K","United States"
35,"Self emp not inc","HS to grad","Married civ spouse","Exec managerial","Husband","White","Male",0,0,50,"<=50K","United States"
39,"Private","10th","Divorced","Other service","Not in family","White","Female",0,0,60,"<=50K","United States"
26,"Federal gov","Masters","Never married","Prof specialty","Not in family","White","Male",0,0,40,"<=50K","United States"
17,"Private","12th","Never married","Other service","Own child","White","Male",0,0,12,"<=50K","United States"
53,"Local gov","HS to grad","Married civ spouse","Exec managerial","Husband","Amer Indian Eskimo","Male",0,0,48,"<=50K","United States"
35,"Private","11th","Divorced","Transport moving","Not in family","White","Male",0,0,40,"<=50K","United States"
34,"Local gov","Some to college","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,">50K","United States"
36,"Private","HS to grad","Married civ spouse","Tech support","Husband","White","Male",0,0,45,">50K","United States"
36,"Private","HS to grad","Married civ spouse","Sales","Husband","White","Male",0,0,40,"<=50K","United States"
21,"Private","HS to grad","Never married","Other service","Own child","White","Male",0,0,40,"<=50K","United States"
29,"Private","Some to college","Never married","Sales","Own child","White","Female",0,0,40,"<=50K","United States"
35,"Private","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,0,50,">50K","United States"
59,"Self emp not inc","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,">50K","United States"
22,"Private","Some to college","Never married","Other service","Not in family","White","Male",0,1602,10,"<=50K","United States"
50,"Local gov","Masters","Married civ spouse","Prof specialty","Husband","White","Male",0,0,50,"<=50K","United States"
24,"Federal gov","Bachelors","Never married","Prof specialty","Not in family","Other","Female",0,0,40,"<=50K","United States"
36,"Private","Bachelors","Divorced","Tech support","Not in family","White","Female",0,0,40,"<=50K","United States"
31,"Private","HS to grad","Married civ spouse","Machine op inspct","Wife","White","Female",4386,0,40,">50K","United States"
38,"Private","7th to 8th","Divorced","Sales","Unmarried","White","Female",0,0,40,"<=50K","United States"
52,"Private","HS to grad","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,"<=50K","United States"
46,"Private","10th","Divorced","Craft repair","Not in family","White","Male",0,0,40,"<=50K","United States"
23,"Private","Some to college","Married civ spouse","Craft repair","Husband","White","Male",0,0,60,"<=50K","United States"
54,"Private","5th to 6th","Married civ spouse","Sales","Husband","White","Male",0,0,51,"<=50K","United States"
27,"Private","HS to grad","Never married","Adm clerical","Not in family","Black","Female",0,0,40,"<=50K","United States"
42,"Private","Bachelors","Separated","Other service","Not in family","White","Female",0,0,50,"<=50K","United States"
33,"State gov","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
19,"Private","Assoc to acdm","Never married","Exec managerial","Not in family","White","Female",0,0,50,"<=50K","United States"
59,"Private","11th","Married civ spouse","Other service","Wife","White","Female",3908,0,28,"<=50K","United States"
54,"Private","HS to grad","Widowed","Other service","Unmarried","White","Female",0,0,32,"<=50K","United States"
48,"Private","7th to 8th","Married civ spouse","Transport moving","Husband","White","Male",0,1672,55,"<=50K","United States"
19,NA,"Some to college","Never married",NA,"Own child","White","Male",0,0,60,"<=50K","United States"
45,"Private","HS to grad","Divorced","Adm clerical","Not in family","White","Female",0,0,40,"<=50K","United States"
36,"Private","Bachelors","Never married","Exec managerial","Not in family","White","Male",0,0,70,"<=50K","United States"
35,"Self emp not inc","Assoc to acdm","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
47,"Private","Some to college","Divorced","Adm clerical","Not in family","White","Female",0,0,36,"<=50K","United States"
33,"Private","Bachelors","Never married","Exec managerial","Not in family","White","Male",0,0,40,"<=50K","United States"
48,"Self emp not inc","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,"<=50K","United States"
42,"Private","HS to grad","Separated","Craft repair","Unmarried","Black","Female",0,0,40,"<=50K","United States"
19,"Private","Some to college","Never married","Other service","Own child","White","Male",0,0,24,"<=50K","United States"
64,"Self emp inc","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,"<=50K","United States"
51,"Self emp not inc","Bachelors","Married civ spouse","Farming fishing","Husband","White","Male",0,0,8,"<=50K","United States"
20,"Federal gov","HS to grad","Never married","Adm clerical","Other relative","White","Male",0,0,20,"<=50K","United States"
29,"Self emp not inc","Some to college","Never married","Craft repair","Not in family","White","Male",0,0,45,"<=50K","United States"
51,"Private","Bachelors","Separated","Sales","Not in family","White","Male",0,0,40,"<=50K","United States"
36,"Private","HS to grad","Married civ spouse","Prof specialty","Husband","White","Male",0,2377,60,"<=50K","United States"
43,"Private","Bachelors","Married civ spouse","Sales","Husband","White","Male",15024,0,45,">50K","United States"
52,"Private","Some to college","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,"<=50K","United States"
50,"Private","HS to grad","Divorced","Craft repair","Not in family","White","Male",0,0,40,">50K","United States"
25,"Private","Some to college","Divorced","Other service","Not in family","White","Male",0,0,30,"<=50K","United States"
44,"Private","Some to college","Married civ spouse","Exec managerial","Wife","White","Female",0,0,60,"<=50K","United States"
47,"Private","10th","Married spouse absent","Transport moving","Not in family","Black","Male",0,0,45,"<=50K","United States"
32,"Private","HS to grad","Divorced","Craft repair","Own child","White","Male",0,0,40,"<=50K","United States"
40,"Private","HS to grad","Married civ spouse","Adm clerical","Husband","White","Male",2829,0,40,"<=50K","United States"
